defect_ref,check_id,entity_type,entity_key,description
INJ-0942,DQ-08,claim,CLM-2026-015832,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-015832
INJ-0943,DQ-08,claim,CLM-2026-014409,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014409
INJ-0944,DQ-08,claim,CLM-2026-007350,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-007350
INJ-0945,DQ-08,claim,CLM-2026-010758,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-010758
INJ-0946,DQ-08,claim,CLM-2026-014587,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014587
INJ-0947,DQ-08,claim,CLM-2026-011085,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-011085
INJ-0948,DQ-08,claim,CLM-2026-022331,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-022331
INJ-0949,DQ-08,claim,CLM-2026-017399,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-017399
INJ-0950,DQ-08,claim,CLM-2026-009501,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-009501
INJ-0951,DQ-08,claim,CLM-2026-001580,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-001580
INJ-0952,DQ-08,claim,CLM-2026-000815,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-000815
INJ-0953,DQ-08,claim,CLM-2026-018912,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-018912
INJ-0954,DQ-08,claim,CLM-2026-000051,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-000051
INJ-0955,DQ-08,claim,CLM-2026-008611,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008611
INJ-0956,DQ-08,claim,CLM-2026-010763,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-010763
INJ-0957,DQ-08,claim,CLM-2026-018072,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-018072
INJ-0958,DQ-08,claim,CLM-2026-016857,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-016857
INJ-0959,DQ-08,claim,CLM-2026-002890,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-002890
INJ-0960,DQ-08,claim,CLM-2026-019280,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-019280
INJ-0961,DQ-08,claim,CLM-2026-006830,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-006830
INJ-0962,DQ-08,claim,CLM-2026-003844,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-003844
INJ-0963,DQ-08,claim,CLM-2026-008554,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008554
INJ-0964,DQ-08,claim,CLM-2026-017431,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-017431
INJ-0965,DQ-08,claim,CLM-2026-021735,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-021735
INJ-0966,DQ-08,claim,CLM-2026-002454,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-002454
INJ-0967,DQ-08,claim,CLM-2026-014221,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014221
INJ-0968,DQ-08,claim,CLM-2026-005107,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-005107
INJ-0969,DQ-08,claim,CLM-2026-008521,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008521
INJ-0970,DQ-08,claim,CLM-2026-022300,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-022300
INJ-0971,DQ-08,claim,CLM-2026-002694,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-002694
INJ-0972,DQ-08,claim,CLM-2026-003529,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-003529
INJ-0973,DQ-08,claim,CLM-2026-011824,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-011824
INJ-0974,DQ-08,claim,CLM-2026-007370,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-007370
INJ-0975,DQ-08,claim,CLM-2026-002126,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-002126
INJ-0976,DQ-08,claim,CLM-2026-024922,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-024922
INJ-0977,DQ-08,claim,CLM-2026-023404,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-023404
INJ-0978,DQ-08,claim,CLM-2026-020362,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-020362
INJ-0979,DQ-08,claim,CLM-2026-001662,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-001662
INJ-0980,DQ-08,claim,CLM-2026-024724,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-024724
INJ-0981,DQ-08,claim,CLM-2026-004488,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-004488
INJ-0982,DQ-08,claim,CLM-2026-000099,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-000099
INJ-0983,DQ-08,claim,CLM-2026-006423,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-006423
INJ-0984,DQ-08,claim,CLM-2026-008826,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008826
INJ-0985,DQ-08,claim,CLM-2026-023943,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-023943
INJ-0986,DQ-08,claim,CLM-2026-001508,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-001508
INJ-0987,DQ-08,claim,CLM-2026-008883,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008883
INJ-0988,DQ-08,claim,CLM-2026-007919,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-007919
INJ-0989,DQ-08,claim,CLM-2026-018299,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-018299
INJ-0990,DQ-08,claim,CLM-2026-015976,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-015976
INJ-0991,DQ-08,claim,CLM-2026-008884,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008884
INJ-0992,DQ-08,claim,CLM-2026-023253,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-023253
INJ-0993,DQ-08,claim,CLM-2026-014244,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014244
INJ-0994,DQ-08,claim,CLM-2026-023440,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-023440
INJ-0995,DQ-08,claim,CLM-2026-002578,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-002578
INJ-0996,DQ-08,claim,CLM-2026-023245,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-023245
INJ-0997,DQ-08,claim,CLM-2026-008915,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008915
INJ-0998,DQ-08,claim,CLM-2026-014911,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014911
INJ-0999,DQ-08,claim,CLM-2026-012891,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-012891
INJ-1000,DQ-08,claim,CLM-2026-022982,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-022982
INJ-1001,DQ-08,claim,CLM-2026-019361,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-019361
INJ-1002,DQ-08,claim,CLM-2026-005815,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-005815
INJ-1003,DQ-08,claim,CLM-2026-011281,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-011281
INJ-1004,DQ-08,claim,CLM-2026-019281,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-019281
INJ-1005,DQ-08,claim,CLM-2026-017073,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-017073
INJ-1006,DQ-08,claim,CLM-2026-013181,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-013181
INJ-1007,DQ-08,claim,CLM-2026-006609,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-006609
INJ-1008,DQ-08,claim,CLM-2026-015905,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-015905
INJ-1009,DQ-08,claim,CLM-2026-003235,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-003235
INJ-1010,DQ-08,claim,CLM-2026-006232,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-006232
INJ-1011,DQ-08,claim,CLM-2026-005496,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-005496
INJ-1012,DQ-08,claim,CLM-2026-019730,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-019730
INJ-1013,DQ-08,claim,CLM-2026-016950,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-016950
INJ-1014,DQ-08,claim,CLM-2026-010240,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-010240
INJ-1015,DQ-08,claim,CLM-2026-011234,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-011234
INJ-1016,DQ-08,claim,CLM-2026-014359,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014359
INJ-1017,DQ-08,claim,CLM-2026-018388,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-018388
INJ-1018,DQ-08,claim,CLM-2026-020288,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-020288
INJ-1019,DQ-08,claim,CLM-2026-008741,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008741
INJ-1020,DQ-08,claim,CLM-2026-012497,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-012497
INJ-1021,DQ-08,claim,CLM-2026-014852,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014852
INJ-1022,DQ-08,claim,CLM-2026-021660,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-021660
INJ-1023,DQ-08,claim,CLM-2026-009214,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-009214
INJ-1024,DQ-08,claim,CLM-2026-022682,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-022682
INJ-1025,DQ-08,claim,CLM-2026-017865,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-017865
INJ-1026,DQ-08,claim,CLM-2026-019808,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-019808
INJ-1027,DQ-08,claim,CLM-2026-014455,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014455
INJ-1028,DQ-08,claim,CLM-2026-021728,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-021728
INJ-1029,DQ-08,claim,CLM-2026-014064,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014064
INJ-1030,DQ-08,claim,CLM-2026-008424,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008424
INJ-1031,DQ-08,claim,CLM-2026-021681,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-021681
INJ-1032,DQ-08,claim,CLM-2026-016617,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-016617
INJ-1033,DQ-08,claim,CLM-2026-020960,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-020960
INJ-1034,DQ-08,claim,CLM-2026-017618,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-017618
INJ-1035,DQ-08,claim,CLM-2026-009962,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-009962
INJ-1036,DQ-08,claim,CLM-2026-024858,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-024858
INJ-1037,DQ-08,claim,CLM-2026-007675,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-007675
INJ-1038,DQ-08,claim,CLM-2026-003317,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-003317
INJ-1039,DQ-08,claim,CLM-2026-004610,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-004610
INJ-1040,DQ-08,claim,CLM-2026-017138,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-017138
INJ-1041,DQ-09,claim,CLM-2026-022791,Payer id is blank or absent from the payer master
INJ-1042,DQ-09,claim,CLM-2026-002286,Payer id is blank or absent from the payer master
INJ-1043,DQ-09,claim,CLM-2026-015835,Payer id is blank or absent from the payer master
INJ-1044,DQ-09,claim,CLM-2026-001974,Payer id is blank or absent from the payer master
INJ-1045,DQ-09,claim,CLM-2026-002483,Payer id is blank or absent from the payer master
INJ-1046,DQ-09,claim,CLM-2026-006128,Payer id is blank or absent from the payer master
INJ-1047,DQ-09,claim,CLM-2026-012597,Payer id is blank or absent from the payer master
INJ-1048,DQ-09,claim,CLM-2026-012654,Payer id is blank or absent from the payer master
INJ-1049,DQ-09,claim,CLM-2026-000074,Payer id is blank or absent from the payer master
INJ-1050,DQ-09,claim,CLM-2026-017927,Payer id is blank or absent from the payer master
INJ-1051,DQ-09,claim,CLM-2026-003361,Payer id is blank or absent from the payer master
INJ-1052,DQ-09,claim,CLM-2026-013875,Payer id is blank or absent from the payer master
INJ-1053,DQ-09,claim,CLM-2026-017920,Payer id is blank or absent from the payer master
INJ-1054,DQ-09,claim,CLM-2026-018696,Payer id is blank or absent from the payer master
INJ-1055,DQ-09,claim,CLM-2026-007694,Payer id is blank or absent from the payer master
INJ-1056,DQ-09,claim,CLM-2026-001672,Payer id is blank or absent from the payer master
INJ-1057,DQ-09,claim,CLM-2026-018528,Payer id is blank or absent from the payer master
INJ-1058,DQ-09,claim,CLM-2026-019720,Payer id is blank or absent from the payer master
INJ-1059,DQ-09,claim,CLM-2026-024994,Payer id is blank or absent from the payer master
INJ-1060,DQ-09,claim,CLM-2026-022562,Payer id is blank or absent from the payer master
INJ-1061,DQ-09,claim,CLM-2026-021169,Payer id is blank or absent from the payer master
INJ-1062,DQ-09,claim,CLM-2026-021602,Payer id is blank or absent from the payer master
INJ-1063,DQ-09,claim,CLM-2026-023090,Payer id is blank or absent from the payer master
INJ-1064,DQ-09,claim,CLM-2026-022450,Payer id is blank or absent from the payer master
INJ-1065,DQ-09,claim,CLM-2026-021666,Payer id is blank or absent from the payer master
INJ-1066,DQ-09,claim,CLM-2026-020152,Payer id is blank or absent from the payer master
INJ-1067,DQ-09,claim,CLM-2026-008132,Payer id is blank or absent from the payer master
INJ-1068,DQ-09,claim,CLM-2026-016148,Payer id is blank or absent from the payer master
INJ-1069,DQ-09,claim,CLM-2026-012948,Payer id is blank or absent from the payer master
INJ-1070,DQ-09,claim,CLM-2026-016472,Payer id is blank or absent from the payer master
INJ-1071,DQ-09,claim,CLM-2026-018553,Payer id is blank or absent from the payer master
INJ-1072,DQ-09,claim,CLM-2026-009579,Payer id is blank or absent from the payer master
INJ-1073,DQ-09,claim,CLM-2026-012487,Payer id is blank or absent from the payer master
INJ-1074,DQ-09,claim,CLM-2026-003460,Payer id is blank or absent from the payer master
INJ-1075,DQ-09,claim,CLM-2026-017188,Payer id is blank or absent from the payer master
INJ-1076,DQ-09,claim,CLM-2026-013349,Payer id is blank or absent from the payer master
INJ-1077,DQ-09,claim,CLM-2026-010453,Payer id is blank or absent from the payer master
INJ-1078,DQ-09,claim,CLM-2026-012877,Payer id is blank or absent from the payer master
INJ-1079,DQ-09,claim,CLM-2026-002885,Payer id is blank or absent from the payer master
INJ-1080,DQ-09,claim,CLM-2026-021822,Payer id is blank or absent from the payer master
INJ-1081,DQ-09,claim,CLM-2026-023753,Payer id is blank or absent from the payer master
INJ-1082,DQ-09,claim,CLM-2026-005036,Payer id is blank or absent from the payer master
INJ-1083,DQ-09,claim,CLM-2026-006643,Payer id is blank or absent from the payer master
INJ-1084,DQ-09,claim,CLM-2026-014873,Payer id is blank or absent from the payer master
INJ-1085,DQ-09,claim,CLM-2026-007110,Payer id is blank or absent from the payer master
INJ-1086,DQ-09,claim,CLM-2026-020415,Payer id is blank or absent from the payer master
INJ-1087,DQ-09,claim,CLM-2026-012343,Payer id is blank or absent from the payer master
INJ-1088,DQ-09,claim,CLM-2026-020043,Payer id is blank or absent from the payer master
INJ-1089,DQ-09,claim,CLM-2026-022839,Payer id is blank or absent from the payer master
INJ-1090,DQ-09,claim,CLM-2026-014498,Payer id is blank or absent from the payer master
INJ-1091,DQ-09,claim,CLM-2026-009946,Payer id is blank or absent from the payer master
INJ-1092,DQ-09,claim,CLM-2026-019847,Payer id is blank or absent from the payer master
INJ-1093,DQ-09,claim,CLM-2026-018552,Payer id is blank or absent from the payer master
INJ-1094,DQ-09,claim,CLM-2026-024358,Payer id is blank or absent from the payer master
INJ-1095,DQ-09,claim,CLM-2026-014842,Payer id is blank or absent from the payer master
INJ-1096,DQ-10,claim,CLM-2026-015169,Provider NPI fails the 10-digit Luhn standard
INJ-1097,DQ-10,claim,CLM-2026-023846,Provider NPI fails the 10-digit Luhn standard
INJ-1098,DQ-10,claim,CLM-2026-003472,Provider NPI fails the 10-digit Luhn standard
INJ-1099,DQ-10,claim,CLM-2026-016885,Provider NPI fails the 10-digit Luhn standard
INJ-1100,DQ-10,claim,CLM-2026-019650,Provider NPI fails the 10-digit Luhn standard
INJ-1101,DQ-10,claim,CLM-2026-021181,Provider NPI fails the 10-digit Luhn standard
INJ-1102,DQ-10,claim,CLM-2026-019332,Provider NPI fails the 10-digit Luhn standard
INJ-1103,DQ-10,claim,CLM-2026-012012,Provider NPI fails the 10-digit Luhn standard
INJ-1104,DQ-10,claim,CLM-2026-006117,Provider NPI fails the 10-digit Luhn standard
INJ-1105,DQ-10,claim,CLM-2026-018341,Provider NPI fails the 10-digit Luhn standard
INJ-1106,DQ-10,claim,CLM-2026-005553,Provider NPI fails the 10-digit Luhn standard
INJ-1107,DQ-10,claim,CLM-2026-018226,Provider NPI fails the 10-digit Luhn standard
INJ-1108,DQ-10,claim,CLM-2026-011185,Provider NPI fails the 10-digit Luhn standard
INJ-1109,DQ-10,claim,CLM-2026-015338,Provider NPI fails the 10-digit Luhn standard
INJ-1110,DQ-10,claim,CLM-2026-024702,Provider NPI fails the 10-digit Luhn standard
INJ-1111,DQ-10,claim,CLM-2026-002474,Provider NPI fails the 10-digit Luhn standard
INJ-1112,DQ-10,claim,CLM-2026-008661,Provider NPI fails the 10-digit Luhn standard
INJ-1113,DQ-10,claim,CLM-2026-008931,Provider NPI fails the 10-digit Luhn standard
INJ-1114,DQ-10,claim,CLM-2026-002767,Provider NPI fails the 10-digit Luhn standard
INJ-1115,DQ-10,claim,CLM-2026-000113,Provider NPI fails the 10-digit Luhn standard
INJ-1116,DQ-10,claim,CLM-2026-011568,Provider NPI fails the 10-digit Luhn standard
INJ-1117,DQ-10,claim,CLM-2026-024868,Provider NPI fails the 10-digit Luhn standard
INJ-1118,DQ-10,claim,CLM-2026-021623,Provider NPI fails the 10-digit Luhn standard
INJ-1119,DQ-10,claim,CLM-2026-021362,Provider NPI fails the 10-digit Luhn standard
INJ-1120,DQ-10,claim,CLM-2026-002016,Provider NPI fails the 10-digit Luhn standard
INJ-1121,DQ-10,claim,CLM-2026-002077,Provider NPI fails the 10-digit Luhn standard
INJ-1122,DQ-10,claim,CLM-2026-018893,Provider NPI fails the 10-digit Luhn standard
INJ-1123,DQ-10,claim,CLM-2026-019618,Provider NPI fails the 10-digit Luhn standard
INJ-1124,DQ-10,claim,CLM-2026-009404,Provider NPI fails the 10-digit Luhn standard
INJ-1125,DQ-10,claim,CLM-2026-009347,Provider NPI fails the 10-digit Luhn standard
INJ-1126,DQ-10,claim,CLM-2026-021857,Provider NPI fails the 10-digit Luhn standard
INJ-1127,DQ-10,claim,CLM-2026-018624,Provider NPI fails the 10-digit Luhn standard
INJ-1128,DQ-10,claim,CLM-2026-005015,Provider NPI fails the 10-digit Luhn standard
INJ-1129,DQ-10,claim,CLM-2026-003394,Provider NPI fails the 10-digit Luhn standard
INJ-1130,DQ-10,claim,CLM-2026-006420,Provider NPI fails the 10-digit Luhn standard
INJ-1131,DQ-10,claim,CLM-2026-008541,Provider NPI fails the 10-digit Luhn standard
INJ-1132,DQ-10,claim,CLM-2026-009407,Provider NPI fails the 10-digit Luhn standard
INJ-1133,DQ-10,claim,CLM-2026-023632,Provider NPI fails the 10-digit Luhn standard
INJ-1134,DQ-10,claim,CLM-2026-014499,Provider NPI fails the 10-digit Luhn standard
INJ-1135,DQ-10,claim,CLM-2026-024596,Provider NPI fails the 10-digit Luhn standard
INJ-1136,DQ-10,claim,CLM-2026-023409,Provider NPI fails the 10-digit Luhn standard
INJ-1137,DQ-10,claim,CLM-2026-019321,Provider NPI fails the 10-digit Luhn standard
INJ-1138,DQ-10,claim,CLM-2026-020616,Provider NPI fails the 10-digit Luhn standard
INJ-1139,DQ-10,claim,CLM-2026-015895,Provider NPI fails the 10-digit Luhn standard
INJ-1140,DQ-10,claim,CLM-2026-013945,Provider NPI fails the 10-digit Luhn standard
INJ-1141,DQ-10,claim,CLM-2026-022052,Provider NPI fails the 10-digit Luhn standard
INJ-1142,DQ-10,claim,CLM-2026-018691,Provider NPI fails the 10-digit Luhn standard
INJ-1143,DQ-10,claim,CLM-2026-018895,Provider NPI fails the 10-digit Luhn standard
INJ-1144,DQ-10,claim,CLM-2026-003988,Provider NPI fails the 10-digit Luhn standard
INJ-1145,DQ-10,claim,CLM-2026-000705,Provider NPI fails the 10-digit Luhn standard
INJ-1146,DQ-10,claim,CLM-2026-024318,Provider NPI fails the 10-digit Luhn standard
INJ-1147,DQ-10,claim,CLM-2026-009624,Provider NPI fails the 10-digit Luhn standard
INJ-1148,DQ-10,claim,CLM-2026-013131,Provider NPI fails the 10-digit Luhn standard
INJ-1149,DQ-10,claim,CLM-2026-019755,Provider NPI fails the 10-digit Luhn standard
INJ-1150,DQ-10,claim,CLM-2026-008580,Provider NPI fails the 10-digit Luhn standard
INJ-1151,DQ-10,claim,CLM-2026-014969,Provider NPI fails the 10-digit Luhn standard
INJ-1152,DQ-10,claim,CLM-2026-024339,Provider NPI fails the 10-digit Luhn standard
INJ-1153,DQ-10,claim,CLM-2026-016790,Provider NPI fails the 10-digit Luhn standard
INJ-1154,DQ-10,claim,CLM-2026-000312,Provider NPI fails the 10-digit Luhn standard
INJ-1155,DQ-10,claim,CLM-2026-016269,Provider NPI fails the 10-digit Luhn standard
INJ-1156,DQ-10,claim,CLM-2026-021322,Provider NPI fails the 10-digit Luhn standard
INJ-1157,DQ-10,claim,CLM-2026-023889,Provider NPI fails the 10-digit Luhn standard
INJ-1158,DQ-10,claim,CLM-2026-021324,Provider NPI fails the 10-digit Luhn standard
INJ-1159,DQ-10,claim,CLM-2026-022431,Provider NPI fails the 10-digit Luhn standard
INJ-1160,DQ-10,claim,CLM-2026-000371,Provider NPI fails the 10-digit Luhn standard
INJ-1161,DQ-10,claim,CLM-2026-012612,Provider NPI fails the 10-digit Luhn standard
INJ-1162,DQ-10,claim,CLM-2026-014927,Provider NPI fails the 10-digit Luhn standard
INJ-1163,DQ-10,claim,CLM-2026-017820,Provider NPI fails the 10-digit Luhn standard
INJ-1164,DQ-10,claim,CLM-2026-007664,Provider NPI fails the 10-digit Luhn standard
INJ-1165,DQ-10,claim,CLM-2026-007712,Provider NPI fails the 10-digit Luhn standard
INJ-1166,DQ-11,claim,CLM-2026-001915,Remittance dated before the date of service
INJ-1167,DQ-11,claim,CLM-2026-015550,Claim submitted before the date of service
INJ-1168,DQ-11,claim,CLM-2026-010993,Date of service is in the future
INJ-1169,DQ-11,claim,CLM-2026-009806,Remittance dated before the date of service
INJ-1170,DQ-11,claim,CLM-2026-003247,Claim submitted before the date of service
INJ-1171,DQ-11,claim,CLM-2026-008778,Date of service is in the future
INJ-1172,DQ-11,claim,CLM-2026-002410,Date of service is in the future
INJ-1173,DQ-11,claim,CLM-2026-012918,Date of service is in the future
INJ-1174,DQ-11,claim,CLM-2026-006129,Date of service is in the future
INJ-1175,DQ-11,claim,CLM-2026-021482,Remittance dated before the date of service
INJ-1176,DQ-11,claim,CLM-2026-020968,Remittance dated before the date of service
INJ-1177,DQ-11,claim,CLM-2026-020338,Remittance dated before the date of service
INJ-1178,DQ-11,claim,CLM-2026-014926,Date of service is in the future
INJ-1179,DQ-11,claim,CLM-2026-008323,Claim submitted before the date of service
INJ-1180,DQ-11,claim,CLM-2026-003588,Date of service is in the future
INJ-1181,DQ-11,claim,CLM-2026-024119,Date of service is in the future
INJ-1182,DQ-11,claim,CLM-2026-020565,Claim submitted before the date of service
INJ-1183,DQ-11,claim,CLM-2026-017443,Claim submitted before the date of service
INJ-1184,DQ-11,claim,CLM-2026-020825,Claim submitted before the date of service
INJ-1185,DQ-11,claim,CLM-2026-012787,Remittance dated before the date of service
INJ-1186,DQ-11,claim,CLM-2026-015238,Date of service is in the future
INJ-1187,DQ-11,claim,CLM-2026-007219,Remittance dated before the date of service
INJ-1188,DQ-11,claim,CLM-2026-004266,Date of service is in the future
INJ-1189,DQ-11,claim,CLM-2026-013718,Date of service is in the future
INJ-1190,DQ-11,claim,CLM-2026-020768,Remittance dated before the date of service
INJ-1191,DQ-11,claim,CLM-2026-018385,Remittance dated before the date of service
INJ-1192,DQ-11,claim,CLM-2026-023354,Date of service is in the future
INJ-1193,DQ-11,claim,CLM-2026-005261,Date of service is in the future
INJ-1194,DQ-11,claim,CLM-2026-008393,Date of service is in the future
INJ-1195,DQ-11,claim,CLM-2026-022420,Remittance dated before the date of service
INJ-1196,DQ-11,claim,CLM-2026-021794,Date of service is in the future
INJ-1197,DQ-11,claim,CLM-2026-015864,Claim submitted before the date of service
INJ-1198,DQ-11,claim,CLM-2026-023868,Remittance dated before the date of service
INJ-1199,DQ-11,claim,CLM-2026-000710,Remittance dated before the date of service
INJ-1200,DQ-11,claim,CLM-2026-023990,Claim submitted before the date of service
INJ-1201,DQ-11,claim,CLM-2026-006604,Date of service is in the future
INJ-1202,DQ-11,claim,CLM-2026-015133,Date of service is in the future
INJ-1203,DQ-11,claim,CLM-2026-005996,Date of service is in the future
INJ-1204,DQ-11,claim,CLM-2026-002613,Remittance dated before the date of service
INJ-1205,DQ-11,claim,CLM-2026-021569,Claim submitted before the date of service
INJ-1206,DQ-11,claim,CLM-2026-024609,Remittance dated before the date of service
INJ-1207,DQ-11,claim,CLM-2026-016859,Claim submitted before the date of service
INJ-1208,DQ-11,claim,CLM-2026-012134,Remittance dated before the date of service
INJ-1209,DQ-11,claim,CLM-2026-006497,Claim submitted before the date of service
INJ-1210,DQ-11,claim,CLM-2026-019116,Claim submitted before the date of service
INJ-1211,DQ-11,claim,CLM-2026-013225,Remittance dated before the date of service
INJ-1212,DQ-11,claim,CLM-2026-011644,Claim submitted before the date of service
INJ-1213,DQ-11,claim,CLM-2026-014445,Remittance dated before the date of service
INJ-1214,DQ-11,claim,CLM-2026-006740,Date of service is in the future
INJ-1215,DQ-11,claim,CLM-2026-009433,Remittance dated before the date of service
INJ-1216,DQ-11,claim,CLM-2026-002674,Claim submitted before the date of service
INJ-1217,DQ-11,claim,CLM-2026-023342,Remittance dated before the date of service
INJ-1218,DQ-11,claim,CLM-2026-009682,Remittance dated before the date of service
INJ-1219,DQ-11,claim,CLM-2026-023999,Date of service is in the future
INJ-1220,DQ-11,claim,CLM-2026-000393,Date of service is in the future
INJ-1221,DQ-11,claim,CLM-2026-022929,Date of service is in the future
INJ-1222,DQ-11,claim,CLM-2026-013388,Remittance dated before the date of service
INJ-1223,DQ-11,claim,CLM-2026-019315,Remittance dated before the date of service
INJ-1224,DQ-11,claim,CLM-2026-004465,Remittance dated before the date of service
INJ-1225,DQ-11,claim,CLM-2026-010672,Remittance dated before the date of service
INJ-1226,DQ-11,claim,CLM-2026-023618,Remittance dated before the date of service
INJ-1227,DQ-11,claim,CLM-2026-002735,Remittance dated before the date of service
INJ-1228,DQ-11,claim,CLM-2026-012688,Remittance dated before the date of service
INJ-1229,DQ-11,claim,CLM-2026-006610,Remittance dated before the date of service
INJ-1230,DQ-11,claim,CLM-2026-014152,Remittance dated before the date of service
INJ-1231,DQ-11,claim,CLM-2026-015281,Date of service is in the future
INJ-1232,DQ-11,claim,CLM-2026-018163,Date of service is in the future
INJ-1233,DQ-11,claim,CLM-2026-019317,Claim submitted before the date of service
